번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
26115,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320214960017087500001,20210503,,1,영업/정상,13,영업중,,,,,061-324-8858,,,,전라남도 함평군 엄다면 무안광주고속도로 11,57157,(주)서원 함평나비(무안)휴게소,2.02105E+13,U,2021/05/26 2:40,,,,103,,
26117,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500012,20210524,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 795-7,전라남도 목포시 하당로227번길 5 (상동),58660,GS25 상동제일점,2.02105E+13,I,2021/05/26 0:22,,146938.0151,145793.023,3.3,,
26152,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500013,20210531,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 1023,"전라남도 목포시 하당남부로 26, 1층 (상동)",58693,지에스25 목포꿈동산점,2.02105E+13,I,2021/06/02 0:22,,147527.3253,144600.4197,3.3,,
26155,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500023,20210504,,1,영업/정상,13,영업중,,,,,,,59737,,"전라남도 여수시 이순신광장로 139, 105호 (중앙동)",59737,GS25해양공원점,2.02105E+13,I,2021/05/06 0:22,,267641.3285,137942.6965,,,
26192,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320214950018087500005,20210427,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 무안군 무안읍 무안로 600, 1층",58532,미니스톱 무안대로점,2.02104E+13,I,2021/05/01 0:23,,,,0.8,,
26253,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320214830021087500006,20210511,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 1 이노시티애시앙1단지,"전라남도 나주시 한빛로 91, 101호 (빛가람동, 이노시티애시앙1단지)",58321,세븐일레븐 나주혁신애시앙점,2.02205E+13,U,2022/05/18 2:40,,179955.1114,170243.3397,3.3,,
26355,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320214840022087500009,20210610,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 옥곡면 신금리 1876 광양의 봄 프리미엄2,"전라남도 광양시 옥곡면 광영의암2로 2, 상가동 201~3호 (광양의 봄 프리미엄2)",57716,세븐일레븐 광양덕진점,2.02106E+13,U,2021/06/17 2:40,,,,102.8,,
26375,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500034,20210629,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 좌수영로 35 (광무동),59718,미니스톱 여수광무점,2.02106E+13,I,2021/07/01 0:22,,266592.4,138600.5069,60,,
26430,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500010,20210428,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 죽교동 536-15,"전라남도 목포시 해양대학로 251, 1층 (죽교동)",58626,씨유 목포해양대학로점,2.0211E+13,U,2021/10/07 2:40,,142275.1377,144903.7098,3.3,,
26506,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500028,20210513,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 소호로 514 (소호동),59665,GS25 소호한화점,2.02105E+13,I,2021/05/16 0:23,,259899.1887,139017.1919,,,
26521,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500031,20210615,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 화산로 118 (선원동),59640,씨유(CU) 여수선원점,2.02106E+13,I,2021/06/17 0:22,,259423.542,142132.8738,118,,
26522,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500032,20210615,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 안산동 722-8,"전라남도 여수시 장성2길 1, 1층 (안산동)",59663,지에스(GS)25 여수소호점,2.02106E+13,I,2021/06/17 0:22,,260032.6333,139767.0688,,,
26524,안전상비의약품 판매업소,01_01_05_P,4880000,PHMH320214880017087500001,20210610,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 고흥군 도양읍 녹동남촌1길 25-1, 101호 (행복한마을)",59559,씨유 녹동행복점,2.02106E+13,I,2021/06/16 0:22,,212652,114397,81,,
26682,안전상비의약품 판매업소,01_01_05_P,4990000,PHMH320214990020087500002,20210618,,1,영업/정상,13,영업중,,,,,,,,전라남도 완도군 소안면 비자리 1186-50,전라남도 완도군 소안면 소안로 189,59165,세븐일레븐 완도소안비자점,2.02206E+13,U,2022/06/25 2:40,,167715.2417,75056.22352,99,,
28127,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320134800026087500010,20130123,,1,영업/정상,13,영업중,,,,,061-284-8248,,,,전라남도 목포시 부흥로 25 (상동),58691,CU 하당으뜸점,2.01307E+13,I,2018/08/31 23:59,,147278.445,144889.597,,,
28128,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320154800026087500022,20150918,,1,영업/정상,13,영업중,,,,,279-3915,,,전라남도 목포시 용해동,"전라남도 목포시 포미로 46, 101동 102호 (용해동, 포미타운주공2단지아파트)",58610,(주)코리아세븐 목포포미타운점,2.01509E+13,I,2018/08/31 23:59,,144840.0356,146905.3531,49.5,,
28130,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320124810029087500107,20121115,,1,영업/정상,13,영업중,,,,,061-692-1193,,555808,전라남도 여수시 학동 84번지 1호,전라남도 여수시 거북선공원2길 6 (학동),59676,세븐일레븐 여수학동점,2.01607E+13,I,2018/08/31 23:59,,260952.5503,140390.6825,,,
28133,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320124840022087500039,20121112,,1,영업/정상,13,영업중,,,,,061-763-4300,,545807,전라남도 광양시 광양읍 인서리 455번지 1호,전라남도 광양시 광양읍 인서중앙길 22,57755,CU칠성로고스점,2.01904E+13,U,2019/04/26 2:40,,253280.1687,163592.9304,50,,
28134,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320124930013087500013,20121112,,1,영업/정상,13,영업중,,,,,061-534-3084,,536943,전라남도 해남군 북일면 신월리 179번지 4호,전라남도 해남군 북일면 만월길 3,59051,세븐일레븐 해남북일점,2.01307E+13,I,2018/08/31 23:59,,170037.3631,107343.2338,50,,
31433,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500019,20180920,20180920,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용당동 1187번지 1호,"전라남도 목포시 산정로238번길 30, 1층 (용당동)",58647,CU 목포동부로점,2.01809E+13,U,2018/09/20 23:59,,144251.3863,145836.1369,108.5,,
31470,안전상비의약품 판매업소,01_01_05_P,4880000,PHMH320184880017087500006,20180917,,1,영업/정상,13,영업중,,,,,,,,,전라남도 고흥군 고흥읍 고흥로 1625-2,59542,GS 25 전남고흥점,2.01809E+13,U,2018/09/17 23:59,,,,26.4,,
31489,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500016,20180917,20180918,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 1095번지 8호,전라남도 목포시 평화로 136 (옥암동),58746,CU 목포미항점,2.01809E+13,U,2018/09/18 23:59,,148453.8939,144747.9631,26.79,,
31490,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500017,20180917,20180918,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 항동 6번지 38호,전라남도 목포시 해안로 189-1 (항동),58754,GS25 목포여객터미널점,2.01809E+13,U,2018/09/18 23:59,,143583.9168,142878.7797,132,,
31520,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320184840022087500011,20180912,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 광양시 광양읍 대림오성로 37, 1층",57761,이마트24 광양덕례점,2.01809E+13,U,2018/09/13 23:59,,251714.2,163404.455,147.46,,
31578,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500018,20180918,20180919,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 867번지 5호,전라남도 목포시 비파로108번길 18 (상동),58662,미니스톱 목포포르모점,2.01809E+13,U,2018/09/19 23:59,,147345.9952,145662.1474,112.3,,
31586,안전상비의약품 판매업소,01_01_05_P,4870000,PHMH320184870012087500002,20180919,,1,영업/정상,13,영업중,,,,,,,,전라남도 구례군 구례읍 봉동리 219번지,전라남도 구례군 구례읍 봉동길 46,57640,GS25구례봉동점,2.01809E+13,U,2018/09/19 23:59,,242970.8576,190173.2464,98.52,,
31598,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320184830021087500008,20181001,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 850번지 빛가람엘에이치4단지아파트 상가동,"전라남도 나주시 그린로 274, 빛가람엘에이치4단지아파트 상가동 1층 104호 (빛가람동)",58329,바이25 빛가람점,2.0181E+13,I,2018/10/03 2:35,,181391.9063,168049.2114,,,
31612,안전상비의약품 판매업소,01_01_05_P,4970000,PHMH320184970018087500005,20180921,20180921,1,영업/정상,13,영업중,,,,,,,,전라남도 영광군 영광읍 도동리 102번지 1호,"전라남도 영광군 영광읍 중앙로 134, 2층 202호",57047,미니스톱 영광해룡점,2.01809E+13,I,2018/09/21 23:59,,155555.1359,196952.6337,97,,
31646,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320204830021087500008,20200707,,1,영업/정상,13,영업중,,,,,061-336-0350,,,전라남도 나주시 빛가람동 288-3 103호,"전라남도 나주시 그린로 363, 103호 (빛가람동)",58325,세븐일레븐 나주혁신KD타워점,2.02007E+13,I,2020/07/10 0:23,,181116.455,168910.48,,,
31655,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320204950018087500010,20200904,,1,영업/정상,13,영업중,,,,,,,,"전라남도 무안군 일로읍 오룡리 111 오룡 에듀포레 푸르지오 상가동 103,104호 상가동동","전라남도 무안군 일로읍 오룡중앙동로 65, 상가동 1층 103,104호 (오룡 에듀포레 푸르지오)",58581,씨유 오룡푸르지오 2차점,2.02009E+13,I,2020/09/08 0:23,,,,3.3,,
31695,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500014,20200827,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 994-1,전라남도 목포시 비파로43번길 18 (상동),58691,미니스톱 하당대성점,2.02009E+13,I,2020/09/04 0:23,,147331.8461,144954.5899,3.3,,
31696,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500015,20200901,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 석현동 1180 라송센트럴카운티5차 아파트,"전라남도 목포시 영산로 648-24, 상가롱동 104호 (석현동, 라송센트럴카운티5차 아파트)",58655,지에스(GS)25 목포라송5차점,2.02009E+13,I,2020/09/04 0:23,,,,3.3,,
31697,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500016,20200902,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 연산동 1260-4 주공아파트,"전라남도 목포시 원산중앙로 107, 주공아파트 상가동 103-105호 (연산동)",58632,지에스(GS)25 연산주공점,2.02009E+13,I,2020/09/04 0:23,,143362.3461,146187.4861,3.3,,
31738,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500031,20200910,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1829-1 유바기 쭈꾸미,"전라남도 순천시 왕궁길 26, 유바기 쭈꾸미 1층 (조례동)",57971,세븐일레븐 순천왕지원룸점,2.02009E+13,I,2020/09/12 0:23,,248661.3926,161917.1201,60,,
31741,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500038,20200909,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 무선7길 40 (선원동),59640,세븐일레븐 여수무선중앙점,2.02009E+13,I,2020/09/12 0:23,,259433.4762,141879.4772,100,,
31804,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320204950018087500009,20200903,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 무안군 일로읍 오룡중앙동로 37, 상가동 1층 101호 (오룡 에듀포레 푸르지오)",58580,씨유 오룡푸르지오 1차점,2.02009E+13,I,2020/09/06 0:23,,,,3.3,,
31828,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500017,20200914,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1309-1 e편한세상광양,"전라남도 광양시 시청로 62, 지상1층 101,102호 (중동, e편한세상광양)",57786,지에스(GS)25중동이편한점,2.02009E+13,I,2020/09/16 0:23,,263772.9888,160274.6331,72.6,,
31835,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320204830021087500011,20200910,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 중앙동 3-1 다솔빌딩 107호,"전라남도 나주시 나주로 200, 다솔빌딩 107호 (중앙동)",58255,미니스톱 나주터미널점,2.02009E+13,I,2020/09/13 0:23,,174553.5151,170627.5574,,,
31844,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320205010026087500002,20200912,,1,영업/정상,13,영업중,,,,,,,58846,,전라남도 신안군 비금면 비금북부길 8,58846,씨유신안비금점,2.02206E+13,U,2022/06/05 2:40,,101864.2283,139947.7134,3.3,,
31883,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500029,20200907,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 왕지동 869-1 유신빌딩,"전라남도 순천시 왕지로 12, 유신빌딩 (왕지동)",57932,세븐일레븐 순천법조타운점,2.02206E+13,U,2022/06/05 2:40,,247723.8734,163542.7642,84.95,,
31884,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500030,20200907,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 매곡동 463,"전라남도 순천시 삼산초등길 20, 상가동 101호 (매곡동)",57939,지에스25 순천서한이다음점,2.02009E+13,I,2020/09/09 0:23,,244379.1145,162980.5954,46.41,,
31903,안전상비의약품 판매업소,01_01_05_P,4880000,PHMH320204880017087500004,20200924,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 고흥군 고흥읍 고흥로 1647-3, 고흥씽크",59542,세븐일레븐 고흥등암점,2.02012E+13,U,2020/12/13 2:40,,225442.1994,122568.4344,6,,
32004,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500041,20201007,,1,영업/정상,13,영업중,,,,,,,59692,,전라남도 여수시 웅천로 19-9 (웅천동),59692,씨유 웅천비고시티점,2.0201E+13,I,2020/10/09 0:23,,,,155,,
32005,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500042,20201007,,1,영업/정상,13,영업중,,,,,,,59625,,전라남도 여수시 좌수영로 592 (둔덕동),59625,씨유 전대후문점,2.0201E+13,I,2020/10/09 0:23,,263585.7671,142208.2775,145,,
32197,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500017,20200929,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 961 하당금호아파트,"전라남도 목포시 백년대로375번길 30, 하당금호아파트 상가동 101호 (옥암동)",58663,미니스톱 목포금호점,2.02009E+13,I,2020/10/01 0:23,,147454.9414,145882.107,0.5,,
32198,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500018,20200929,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 251-16 호반리젠시빌아파트,"전라남도 목포시 영산로565번길 9, 호반리젠시빌아파트 상가동 103호 (상동)",58617,지에스(GS)25 상동호반,2.02009E+13,I,2020/10/01 0:23,,146725.2456,146401.1181,3.3,,
32231,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500018,20200923,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 덕례리 1774-1,"전라남도 광양시 광양읍 덕산4길 44, 1층",57760,지에스25 덕례에르가점,2.02108E+13,U,2021/08/25 2:40,,251349.2144,163453.6801,90,,
32283,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320204950018087500012,20201020,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 무안읍 성내리 272-12 세븐일레븐 무안금광브니엘점,"전라남도 무안군 무안읍 승달로 6, 세븐일레븐 무안금광브니엘점",58522,세븐일레븐 무안금광브니엘점,2.0201E+13,I,2020/10/22 0:23,,151686.3637,166187.2927,333.94,,
32296,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500019,20201015,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 1272 골드디움3차아파트,"전라남도 목포시 남악1로52번길 82, 상가동 1층 104호 (옥암동, 골드디움3차아파트)",58676,지에스(GS)25 옥암사랑점,2.0201E+13,I,2020/10/18 0:23,,149970.699,145931.2183,3.3,,
32328,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320204950018087500011,20201011,,1,영업/정상,13,영업중,,,,,,,,"전라남도 무안군 일로읍 오룡리 6 호반써밋 남악오룡 3차 101호, 102호","전라남도 무안군 일로읍 오룡번영로 185, 101호, 102호 (호반써밋 남악오룡 3차)",58580,GS25오룡호반점,2.0201E+13,I,2020/10/15 0:23,,,,3.3,,
32400,안전상비의약품 판매업소,01_01_05_P,4890000,PHMH320204890020087500003,20201015,,1,영업/정상,13,영업중,,,,,,,,전라남도 보성군 보성읍 보성리 757-1,전라남도 보성군 보성읍 중앙로 86-1,59455,세븐일레븐 보성경찰서점,2.0201E+13,I,2020/10/17 0:23,,207412.7257,141240.9861,,,
32484,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500032,20201027,,1,영업/정상,13,영업중,,,,,061-752-2525,,,전라남도 순천시 가곡동 973-4 지하1층,"전라남도 순천시 가곡3길 32, 지하1층 (가곡동)",57923,씨유순천가곡인토점,2.0201E+13,I,2020/10/30 0:23,,243907.3845,164575.3109,,,
32496,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320204910015087500004,20201027,,1,영업/정상,13,영업중,,,,,061-864-5007,,,,"전라남도 장흥군 부산면 남해고속도로 41, 장흥(통합) 휴게소",59309,장흥 정남진휴게소,2.0201E+13,I,2020/10/31 0:23,,,,57.24,,
32512,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500043,20201023,,1,영업/정상,13,영업중,,,,,062-521-1190,,,전라남도 여수시 봉산동 260-12,"전라남도 여수시 봉산남7길 23, 1층 104호 (봉산동)",59763,(주)코리아세븐 여수봉산점,2.0201E+13,I,2020/10/25 0:23,,266303.5384,137314.0784,60.21,,
32546,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320204900013087500004,20201023,,1,영업/정상,13,영업중,,,,,061-375-5566,,,,"전라남도 화순군 화순읍 일심1길 3, 미니스톱 화순제일점",58126,미니스톱 화순제일점,2.0201E+13,I,2020/10/25 0:23,,199275.726,172958.8191,6.9,,
32547,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320204900013087500005,20201022,,1,영업/정상,13,영업중,,,,,,,,전라남도 화순군 화순읍 만연리 225,전라남도 화순군 화순읍 광덕로 169,58125,지에스25 화순사랑점,2.0201E+13,I,2020/10/25 0:23,,199215.3,173454.6924,3.3,,
32552,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320204940017087500007,20201027,,1,영업/정상,13,영업중,,,,,,,,,전라남도 영암군 삼호읍 삼호중앙로 222 (영암용앙2휴먼시아),58458,미니스톱 삼호용앙점,2.0201E+13,I,2020/10/29 0:23,,152012.765,138996.7378,1.1,,
32620,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320204900013087500006,20201104,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 화순군 화순읍 광덕로 147, 유창허니문맨션 3차(미니스톱화순광덕점)",58125,미니스톱 화순광덕점,2.02011E+13,I,2020/11/08 0:23,,199153.0812,173164.7902,138,,
32810,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500044,20201112,,1,영업/정상,13,영업중,,,,,061-662-5624,,,전라남도 여수시 종화동 469,전라남도 여수시 이순신광장로 180 (종화동),59746,세븐일레븐 여수해양공원점,2.02011E+13,I,2020/11/14 0:23,,268025.7617,137935.9389,,,
32838,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500021,20201120,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 857,"전라남도 목포시 비파로124번길 8, 1층 (상동)",58662,지에스(GS)25 하당비파점,2.02011E+13,I,2020/11/22 0:23,,147189.083,145763.8391,3.3,,
32896,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320214840022087500005,20210305,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광영동 758-4,전라남도 광양시 광영로 152 (광영동),57717,씨유 광양광영로점,2.02103E+13,I,2021/03/10 0:23,,265443.8261,163261.9946,3.3,,
32937,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320214910015087500001,20210423,,1,영업/정상,13,영업중,,,,,,,,전라남도 장흥군 장흥읍 건산리 174-3,전라남도 장흥군 장흥읍 동부로 85,59317,CU 장흥대로점,2.02112E+13,U,2021/12/04 2:40,,192183.6939,130985.8116,3.3,,
32977,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500015,20210407,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 관문동 251-2 여수관문행복주택,"전라남도 여수시 관문1길 14, 101, 102호 (관문동, 여수관문행복주택)",59741,씨유 여수관문행복점,2.02104E+13,I,2021/04/09 0:23,,267846.2544,138352.9877,62,,
32978,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500016,20210407,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 미평동 670-1,전라남도 여수시 미평9길 16 (미평동),59629,씨유 여수미평점,2.02104E+13,I,2021/04/09 0:23,,264408.8038,141466.1542,,,
32984,안전상비의약품 판매업소,01_01_05_P,4890000,PHMH320214890020087500001,20210408,,1,영업/정상,13,영업중,,,,,,,,,전라남도 보성군 조성면 조성로 117,59440,GS25 보성조성점,2.02104E+13,I,2021/04/11 0:22,,222571.0462,145523.0598,70,,
32987,안전상비의약품 판매업소,01_01_05_P,4850000,PHMH320214850015087500001,20210422,,1,영업/정상,13,영업중,,,,,,,,전라남도 담양군 담양읍 백동리 730 담양백동엘에이치2단지,"전라남도 담양군 담양읍 미리산길 46, 102호 (담양백동엘에이치2단지)",57346,씨유 담양백동주공점,2.02104E+13,I,2021/04/25 0:22,,198753.8459,201453.9906,68,,
33008,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500019,20210423,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 92-5 죽암빌딩,"전라남도 여수시 시청동3길 15, 죽암빌딩 (학동)",59689,GS25 여수학동점,2.02104E+13,I,2021/04/25 0:22,,260860.6042,140220.6468,,,
33043,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320214840022087500006,20210413,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1589-1,전라남도 광양시 사동로 126 (중동),57779,세븐일레븐 광양마동점,2.02104E+13,I,2021/04/15 0:22,,262809.6661,161501.7373,137.72,,
33140,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320214820026087500004,20210311,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 순천시 팔마로 208, 패션아울렛 1층 (풍덕동)",57993,씨유순천풍덕대로점,2.02103E+13,I,2021/03/13 0:23,,246403.1715,160357.7501,72,,
33142,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320214820026087500005,20210323,,1,영업/정상,13,영업중,,,,,061-751-0940,,,전라남도 순천시 동외동 178-13 미성장식,전라남도 순천시 환선로 19 (동외동),57942,이마트24 순천중앙사랑점,2.02103E+13,I,2021/03/27 0:23,,244401.0713,162137.0679,110,,
33176,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320214950018087500002,20210216,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 2311 무안남악3휴먼시아,"전라남도 무안군 삼향읍 남악4로34번길 7, 101호,102호 (무안남악3휴먼시아)",58578,씨유 남악휴먼시아,2.02102E+13,I,2021/02/19 0:23,,151215.0214,145744.9357,3.3,,
33231,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320214940017087500001,20210217,,1,영업/정상,13,영업중,,,,,471-0408,,,전라남도 영암군 영암읍 망호리 13-4,전라남도 영암군 영암읍 예향로 1691,58412,씨유 영암로드점,2.02102E+13,I,2021/02/21 0:23,,172319.8733,146347.1561,142,,
33243,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500011,20210302,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 교동 634,"전라남도 여수시 중앙로 30, 1층 (교동)",59734,씨유 여수그랜드점,2.02103E+13,I,2021/03/04 0:23,,266870.9339,138187.5569,3.3,,
33287,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500009,20210223,,1,영업/정상,13,영업중,,,,,061-665-0999,,,전라남도 여수시 공화동 1268-3,"전라남도 여수시 동문로 113, 1층 (공화동)",59724,지에스25여수공화중앙점,2.02102E+13,I,2021/02/25 0:23,,267988.4356,138933.5847,66,,
33329,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500012,20210315,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 돌산읍 강남해안로 78,59768,CU 여수오션힐점,2.02103E+13,I,2021/03/17 0:22,,268227.8634,135827.6218,,,
33356,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500006,20210225,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용당동 1091-1,"전라남도 목포시 송림로 12, 1층 (용당동)",58651,씨유 목포한일시장점,2.0211E+13,U,2021/10/14 2:40,,145023.0882,145636.5531,3.3,,
33393,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320214820026087500002,20210210,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 상삼리 929 대광로제비앙-센트럴,"전라남도 순천시 해룡면 연향로 166, 상가동 B 102호 (대광로제비앙-센트럴)",58005,지에스(GS)25 금당대광점,2.02102E+13,I,2021/02/17 0:23,,248622.1572,160600.3306,100.77,,
33450,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500005,20210209,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 달동 1330-25,"전라남도 목포시 허사로81번길 37, 1층 102호 (달동)",58762,씨유 목포고하도점,2.02102E+13,I,2021/02/11 0:23,,141198.1996,140226.3022,,,
33483,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500008,20210210,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 1096-17,"전라남도 여수시 돌산읍 강남2길 37, 1층",59769,씨유 여수우두리점,2.02102E+13,I,2021/02/12 0:23,,268805.1791,135885.3576,3.3,,
33515,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320214840022087500004,20210215,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 덕례리 1678-15,전라남도 광양시 광양읍 예구12길 11,57761,미니스톱 광양계원점,2.02102E+13,I,2021/02/18 0:23,,251937.9063,163047.1238,66,,
33529,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320214820026087500003,20210222,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 덕월동 450 신보회관,"전라남도 순천시 우석로 53, 101호, 102호 (덕월동)",57997,씨유 순천제일대스타점,2.02109E+13,U,2021/09/18 2:40,,244637.8632,159517.1768,92.16,,
