fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"1349",,,,,,,,,,,,,,,,,,,,,35.1227609,126.6024431,,,,,,,,,축동,전라남도 함평군  나산면 삼축길 79,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1350",,,,,,,,,,,,,,,,,,,,,35.1016009,126.5616151,,,,,,,,,광영,전라남도 함평군 나산면 함장로 1869-22,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,5
"1351",,,,,,,,,,,,,,,,,,,,,35.1602453,126.5958874,,,,,,,,,상모,전라남도 함평군 해보면 상모길 61-4,061-322-0477,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1352",,,,,,,,,,,,,,,,,,,,,35.1628915,126.6010204,,,,,,,,,수산,전라남도 함평군 해보면 산내길599,061-323-0518,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1353",,,,,,,,,,,,,,,,,,,,,35.1573318,126.5967167,,,,,,,,,하모,전라남도 함평군 해보면 하모길 49,061-322-6900,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1354",,,,,,,,,,,,,,,,,,,,,35.1602545,126.5872977,,,,,,,,,운곡,전라남도 함평군 해보면 운곡길 30-4,061-323-3111,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1355",,,,,,,,,,,,,,,,,,,,,35.1568097,126.6058285,,,,,,,,,창서,전라남도 함평군 해보면 창서길 38,061-323-3315,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1356",,,,,,,,,,,,,,,,,,,,,35.1511743,126.6015162,,,,,,,,,성대,전라남도 함평군 해보면 성대길 16,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1357",,,,,,,,,,,,,,,,,,,,,35.1753822,126.6064764,,,,,,,,,주현,전라남도 함평군 해보면 주현길 37,061-323-0633,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,11
"1358",,,,,,,,,,,,,,,,,,,,,35.175812,126.603493,,,,,,,,,천재등,전라남도 함평군 해보면 해삼로 302,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,11
"1359",,,,,,,,,,,,,,,,,,,,,35.1659048,126.6072088,,,,,,,,,소성,전라남도 함평군 해보면 소성길 49-16,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1360",,,,,,,,,,,,,,,,,,,,,35.1617568,126.6074365,,,,,,,,,대성,전라남도 함평군 해보면 해보대성길 61-4,061-323-0204,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1361",,,,,,,,,,,,,,,,,,,,,35.1733491,126.6059611,,,,,,,,,백토,전라남도 함평군 해보면 백토길 30-13,061-323-0154,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1362",,,,,,,,,,,,,,,,,,,,,35.1893965,126.6075909,,,,,,,,,문암,전라남도 함평군 해보면 구밀길 155,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1363",,,,,,,,,,,,,,,,,,,,,35.1851207,126.6102768,,,,,,,,,상귀,전라남도 함평군 해보면 구밀길 92,061-323-0649,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,14
"1364",,,,,,,,,,,,,,,,,,,,,35.1824649,126.6115692,,,,,,,,,구미,전라남도 함평군 해보면 구밀길 51,061-323-0211,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,11
"1365",,,,,,,,,,,,,,,,,,,,,35.1792047,126.611563,,,,,,,,,하귀,전라남도 함평군 해보면 하귀길 65-8,061-323-2930,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,9
"1366",,,,,,,,,,,,,,,,,,,,,35.1810935,126.6026001,,,,,,,,,시장,전라남도 함평군 해보면 밀재로1268-13,061-323-8778,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,13
"1367",,,,,,,,,,,,,,,,,,,,,35.1785136,126.6014795,,,,,,,,,유정,전라남도 함평군 해보면 유정길 28,061-322-2341,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,11
"1368",,,,,,,,,,,,,,,,,,,,,35.184632,126.594324,,,,,,,,,금곡,전라남도 함평군 해보면 밀재로 1185-50,061-323-2028,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1369",,,,,,,,,,,,,,,,,,,,,35.1865882,126.6029188,,,,,,,,,고두,전라남도 함평군 해보면 금덕길 59,061-323-2450,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,14
"1370",,,,,,,,,,,,,,,,,,,,,35.1946614,126.5954304,,,,,,,,,만년,전라남도 함평군 해보면 해보만년길 146,061-323-3380,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1371",,,,,,,,,,,,,,,,,,,,,35.1914032,126.5886187,,,,,,,,,구계,전라남도 함평군 해보면 구계길 147,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,9
"1372",,,,,,,,,,,,,,,,,,,,,35.1737516,126.5946881,,,,,,,,,모산,전라남도 함평군 해보면 모산길 75,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1373",,,,,,,,,,,,,,,,,,,,,35.1766332,126.5866335,,,,,,,,,발미,전라남도 함평군 해보면 발미길 19,061-323-0534,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1374",,,,,,,,,,,,,,,,,,,,,35.1729739,126.5804848,,,,,,,,,월현,전라남도 함평군 해보면 해보월현길141,061-322-4904,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1375",,,,,,,,,,,,,,,,,,,,,35.1859964,126.5749477,,,,,,,,,금산,전라남도 함평군 해보면 해보금산길 73,061-322-0054,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1376",,,,,,,,,,,,,,,,,,,,,35.1740297,126.5534675,,,,,,,,,원산,전라남도 함평군 해보면 산내길 55-15,061-323-4564,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
